"Doc/Sentence Index","Mention Index/Total","Sentence","Mention","Head","Labels","Turk General Labels","Turk Fine Labels","Predcitions"
"5","16/19","He answered in a Catholic sense Cranmer 's written questions on the '' Sacrament of the Altar '' , defended the Catholic doctrine in the House of Lords , and voted against the bills for Communion under both kinds , and for <a>XXXX</a> .","the introduction of the new Prayer Book","","[]","['object:2']","[['law', 3]]","['object:2']"
"10","6/8","George Ducas had plans of extending his rule over Right-bank Ukraine , where Ottoman gains had started with <a>XXXX</a> of Podolia in 1672 .","the acquisition","","[]","['person:2', 'event:2']","NULL_FINE","['person:2', 'event:2']"
"1","3/8","He became well known in 1884 for having given conferences in <a>XXXX</a> about what he claimed to be a Masonic war against Christian civilization .","Edinburgh","","[]","['location:2']","NULL_FINE","['location:2']"
"1","0/11","In 1972 <a>XXXX</a> moved to KABC-TV in Los Angeles , California , replacing Alan Sloane , where he became a staple on the station 's Eyewitness News broadcasts .","he","","[]","['person:5']","NULL_FINE","['person:5']"
"20","0/8","<a>XXXX</a> Yet was influenced by bands such as Agnostic Front , Youth of Today , 7 Seconds , G.B.H. , and many others .","Not Dead","","[]","['person:4']","[['group', 2], ['artist', 2], ['band', 2]]","['person:4']"
"2","2/10","By 1914 , he had attracted attention from <a>XXXX</a> , including Derby County and Fulham of the Football League , and Brighton and Southampton of the Southern League .","several clubs","","[]","NULL_GEN","[['team', 2], ['group', 2]]","[]"
"0","2/8","George Hekkers was <a>XXXX</a> in the National Football League for the Detroit Lions , and the Baltimore Colts from 1947 to 1949 as a tackle .","a player","","[]","['person:2']","[['quarterback', 2]]","['person:2']"
"7","4/6","He served his apprenticeship in Lancaster and then moved to London , where <a>XXXX</a> opened a shop .","he","","[]","['person:5']","NULL_FINE","['person:5']"
"29","17/19","In 1685 he was desired by James II to attend the Duke of Monmouth the evening before his execution , and on the following morning was on the scaffold in conjunction with the Bishops of Ely and Bath and <a>XXXX</a> and Dr. Tenison .","Wells","","[]","['person:4']","NULL_FINE","['person:4']"
"15","16/21","He then branched out , creating genre images of daily life for German publishers who had settled in London , such as Rudolph Ackermann , and illustrations for a number of <a>XXXX</a> scientific institutions , such as the Zoological and Geological Societies and the Royal College of Surgeons .","London 's","","[]","['place:2']","NULL_FINE","['place:2']"
"3","3/6","He earned a B.A. from Harvard College in 1964 and <a>XXXX</a> in 1966 .","an MBA from the Harvard Business School","","[]","NULL_GEN","[['school', 3], ['degree', 2]]","[]"
"3","3/10","He then went to Yale University , where he obtained <a>XXXX</a> -LRB- 1934 -RRB- , A.M. -LRB- 1936 -RRB- and Ph.D. degree -LRB- 1940 -RRB- , the latter two under guidance of Henri Focillon .","an A.B.","","[]","['object:2']","[['degree', 4]]","['object:2']"
"29","1/5","In 1992 , Forbes returned to <a>XXXX</a> and won the presidency of the Cleveland NAACP .","the public scene","","[]","['place:3']","[['town', 2], ['city', 2]]","['place:3']"
"28","8/9","He served as co-editor of the American Historical Review from 1905-1915 with J. Franklin Jameson , was a member of the American Historical Association , and served as <a>XXXX</a> in 1916 .","its President","","[]","['person:3']","[['president', 2], ['leader', 2]]","['person:3']"
"19","3/11","Following his graduation , he worked for <a>XXXX</a> classical music department , then joined EMI in 1950 , as an assistant to Oscar Preuss , the head of EMI 's Parlophone Records from 1950 to 1955 .","the BBC 's","","[]","NULL_GEN","NULL_FINE","[]"
"10","4/13","During this conference , McDonald resigned both as member for <a>XXXX</a> and from the Labor Party , winning re-election at a by-election as an Independent after Liberal Leader Charles Wade arranged for no conservative opposition .","Bingara","","[]","['object:2']","NULL_FINE","['object:2']"
"0","3/4","George McHugh -LRB- July 7 , 1845 & ndash ; November 28 , 1926 -RRB- was a farmer and political figure in <a>XXXX</a> .","Ontario , Canada","","[]","['place:2']","[['year', 2]]","['place:2']"
"1","0/10","<a>XXXX</a> played for the Richmond Hawks , Brighton Tigers and Earls Court Rangers in the English National League and for the Dundee Tigers in the Scottish National League prior to the Second World War .","He","","[]","['person:4']","[['athlete', 2], ['player', 2]]","['person:4']"
"220","5/11","On 5 March 2010 , Michael confirmed that he would be a guest performer at the Sydney Gay and <a>XXXX</a> After Party , where he performed at 1 & nbsp ; am , followed by Kelly Rowland at 3 & nbsp ; am .","Lesbian Mardi Gras","","[]","['person:3']","NULL_FINE","['person:3']"
"4","9/12","In October 1807 he was sent to the mission of the Society of Jesus at St. Nicholas , <a>XXXX</a> , as successor to Father Thomas Lewis .","Exeter","","[]","['person:2']","NULL_FINE","['person:2']"
"3","1/5","He rose to <a>XXXX</a> , serving in 1802 from 1806 to 1808 from 1810 to 1814 , 1817 , 1821 , and 1822 , where he was that body 's speaker in 1812 , 1813 , and 1814 .","the North Carolina Senate","","[]","NULL_GEN","[['power', 2]]","[]"
"22","5/11","He starred in a number of two-reel short subjects and appeared in several B-pictures , including <a>XXXX</a> with James Cagney -LRB- Torrid Zone , The Fighting 69th , and The Strawberry Blonde -RRB- .","two with Ronald Reagan and three","","[]","NULL_GEN","[['movie', 3]]","[]"
"29","5/15","Bizet composed the opera Les pecheurs de <a>XXXX</a> in Ceylon for the Theatre Lyrique in 1863 ; it was initially a failure .","perles -LRB- The Pearl Fishers -RRB- , a drama of love and ritual","","[]","['music:2']","[['opera', 2], ['music', 2]]","['music:2']"
"0","2/5","Georges Jean Franz Kohler -LRB- Munich , March 17 , 1946 & ndash ; March 1 , 1995 in <a>XXXX</a> im Breisgau -RRB- was a German biologist .","Freiburg","","[]","['location:3']","[['city', 2], ['place', 2]]","['location:3']"
"58","1/4","He would walk to <a>XXXX</a> for the weekend -LRB- at least 100 miles each way -RRB- .","Death Valley","","[]","['location:3']","NULL_FINE","['location:3']"
"0","6/7","George Underdown -LRB- 12 May 1859 & ndash ; 29 May 1895 -RRB- Underdown made his first-class debut playing for the United XI against the touring Australians at Priory Park Ground in <a>XXXX</a> .","Chichester , Sussex","","[]","['place:3']","[['city', 3], ['location', 2]]","['place:3']"
"14","15/16","Don Carlos , the late king 's brother , claimed the crown by virtue of the Salic Law of the House of Bourbon which Ferdinand had renounced before the birth of <a>XXXX</a> .","his daughter","","[]","['person:4']","[['king', 2]]","['person:4']"
"0","4/10","George Washington Bright -LRB- December 27 , 1874-March 20 , 1949 -RRB- was an American sailor serving in the United States Navy during <a>XXXX</a> .","the Spanish-American War who received the Medal of Honor for his actions","","[]","['event:5']","[['war', 4], ['year', 2]]","['event:5']"
"8","4/10","After his tenure with Armstrong he moved to <a>XXXX</a> , and played with Horace Henderson , Carter again , and Count Basie .","the West Coast","","[]","['location:3']","NULL_FINE","['location:3']"
"35","10/17","His band The G Spot -LRB- featuring Happy Dave on drums and Jez on guitar -RRB- played their first gig on 28 Aug 2010 for <a>XXXX</a> of Eastenders fame at the National Theatre , South Bank , London .","Natalie Cassidy","","[]","['person:2']","NULL_FINE","['person:2']"
"6","10/11","His shop , located at 37 rue de la Bucherie in Paris , was opened in August 1951 -LRB- two years before a sister bookshop City Lights was opened in San Francisco by Lawrence Ferlinghetti -RRB- by George Whitman with an inheritance from <a>XXXX</a> .","his aunt","","[]","['person:3']","NULL_FINE","['person:3']"
"12","4/7","The Dissenting Opinions of Mr. Justice Holmes : Arranged , with <a>XXXX</a> -LRB- New York : The Vanguard Press , 1929 -RRB- .","Introductory Notes","","[]","['person:2']","NULL_FINE","['person:2']"
"10","1/2","He died in Manchester , December 21 , 1888 , and was interred in <a>XXXX</a> .","Valley Cemetery","","[]","['place:2', 'location:2']","[['town', 2], ['city', 3], ['state', 2]]","['place:2', 'location:2']"
"3","0/5","<a>XXXX</a> earned his undergraduate degree from Harvard University , attending on a basketball scholarship , and enlisted in the United States Navy in 1942 .","He","","[]","['person:5']","NULL_FINE","['person:5']"
"0","1/4","The Rt Rev George Wyndham Hamilton Knight-Bruce DD was <a>XXXX</a> .","an eminent Anglican Bishop in the late nineteenth century","","[]","['person:4']","NULL_FINE","['person:4']"
"5","0/9","<a>XXXX</a> served as the Chief-of-Staff of the Air Staff from 1985 to 1986 , and as the Director of Joint Operations and Planning at the Ministry of Defence from 1986 to 1988 .","He","","[]","['person:5']","[['politician', 3]]","['person:5']"
"2","5/10","Immediately thereafter he started a three-year appointment as a lecturer for German language at <a>XXXX</a> and Social Sciences in Zagreb .","the Faculty of Humanities","","[]","['place:2']","[['university', 2], ['college', 2]]","['place:2']"
"345","3/7","In the early 1990s , following the dissolution of the Soviet Union , <a>XXXX</a> broke out in the autonomous regions of Abkhazia and South Ossetia .","violent separatist conflicts","","[]","['event:5']","[['war', 3]]","['event:5']"
"23","4/13","In October 2004 Anna Matveeva for the Office of <a>XXXX</a> for Human Rights stated that nationalism in Georgia continues to help hide social and economic problems which is then blamed on outside interference , usually by Russia and Armenia .","the United Nations High Commissioner","","[]","NULL_GEN","NULL_FINE","[]"
"18","2/15","She found steady work on <a>XXXX</a> and freelanced in the late 1930s and early 1940s singing with the bands of Tommy Dorsey , Hal Kemp , Artie Shaw and Frankie Trumbauer .","radio shows including Your Hit Parade , Melody Puzzles and The Tim And Irene Show","","[]","NULL_GEN","[['band', 2]]","[]"
"0","4/7","Georgia Southern University -LRB- GS -RRB- is a regional public university located on a 700acrekm2on campus in <a>XXXX</a> .","Statesboro , Georgia , USA","","[]","['location:2']","[['city', 3]]","['location:2']"
"6","1/11","At 1916-1917 , while <a>XXXX</a> of World War I was in full swift , he organized guerrilla groups in Northern Epirus in order to operate against Albanian bands that were raiding the Greek populated areas '' Greece and the Great Powers , 1914-1917 '' .","the Macedonian Front","","[]","['event:3']","NULL_FINE","['event:3']"
"5","1/2","He traveled extensively through <a>XXXX</a> in 1926 , 1928 , and 1929 .","the Soviet Union","","[]","['place:2']","NULL_FINE","['place:2']"
"2","0/11","Turning <a>XXXX</a> to technical chemistry , he became chemist at several works both in Germany and England , and in 1876 he was appointed professor of technical chemistry at ETH Zurich .","his attention","","[]","NULL_GEN","NULL_FINE","[]"
"13","3/4","His works were collected and published by the Premonstratensians of Bruck , Moravia -LRB- 1599-1600 -RRB- , and again issued at <a>XXXX</a> -LRB- 1613-1614 -RRB- .","Munich","","[]","NULL_GEN","NULL_FINE","[]"
"6","5/7","In 1912 , Brusilov led the Brusilov Expedition on the brig '' St. Anna '' , which aimed to travel from the Atlantic Ocean to <a>XXXX</a> by the Northern Sea Route .","the Pacific","","[]","['place:4']","[['ocean', 2]]","['place:4']"
"3","3/5","He later worked in the Natural History Museum , <a>XXXX</a> , and worked on various Government investigations .","London","","[]","['place:2', 'location:2']","[['city', 2]]","['place:2', 'location:2']"
"4","4/8","Judge Rosen began his professional career in Washington , D.C. as <a>XXXX</a> to United States Senator Robert P. Griffin of Michigan .","a Legislative Assistant","","[]","['person:3']","NULL_FINE","['person:3']"
"15","2/10","The two nobles thereupon resorted to open war , which came to <a>XXXX</a> on the Blackwater river , where Desmond was defeated and taken prisoner .","an end at the Battle of Affane","","[]","['event:2']","NULL_FINE","['event:2']"
"21","5/6","Developed in cooperation with world-renowned business expert and bestselling author Ken Blanchard , The Breakthrough is <a>XXXX</a> .","a modern-day parable","","[]","NULL_GEN","NULL_FINE","[]"
"15","0/11","However , <a>XXXX</a> was to play under the American conductor Gilbert Levine , already known for his close relationship with the Vatican under Pope John Paul II and subsequently for the widely-telecast , Papal Concert to Commemorate the Holocaust .","the invitation","","[]","['person:5']","[['performer', 2], ['musician', 3]]","['person:5']"
"2","8/10","He studied in Frankfurt and then at the Schola Cantorum Basiliensis with Richard Levitt and Rene Jacobs , continuing in master classes with <a>XXXX</a> and Kurt Equiluz .","Ernst Haefliger","","[]","['person:4']","NULL_FINE","['person:4']"
"3","8/18","James Gill , columnist for the New Orleans Times-Picayune , satirically called for the Pope next to elevate Wagner as Archbishop of <a>XXXX</a> after protests from Roman Catholics in three New Orleans congregations over the merging of their churches by aging Archbishop Alfred Clifton Hughes .","New Orleans","","[]","['place:3']","[['city', 3]]","['place:3']"
"1","7/11","He competed for West Germany in the 1972 Summer Olympics held in Munich , Germany in the 4 x 100 metre relay where he won the bronze medal with his team mates <a>XXXX</a> , Karlheinz Klotz and Klaus Ehl .","Jobst Hirscht","","[]","['person:4']","[['teammate', 2], ['athlete', 3]]","['person:4']"
"1","5/6","Becker grew up in Bad Salzschlirf , the eldest son of theviolinist Josef Becker and <a>XXXX</a> .","his wife Agnes nee Goldbach","","[]","['person:3']","NULL_FINE","['person:3']"
"13","5/8","Still others , like Babe Ruth , Lou Gehrig , Jack Nicklaus , <a>XXXX</a> , and Leonardo DiCaprio became prominent athletes or actors .","Doris Day","","[]","['person:4']","[['athlete', 2], ['actor', 4]]","['person:4']"
"1","2/6","After the start of World War II in September 1939 , <a>XXXX</a> blockaded the Polish coast and searched neutral shipping for contraband .","she","","[]","['object:2']","NULL_FINE","['object:2']"
"16","3/13","These are written in rhyming couplets , and again draw on French models such as <a>XXXX</a> .","Chretien de Troyes , many of them relating Arthurian material , for example , Parzival by Wolfram von Eschenbach","","[]","['person:4']","[['model', 2]]","['person:4']"
"4","7/12","On 3 October 1939 , the military districts '' Lodz '' and '' Krakau '' -LRB- Cracow -RRB- were set up under <a>XXXX</a> of major generals Gerd von Rundstedt and Wilhelm List , and Hitler appointed Hans Frank and Arthur Seyß-Inquart as civil heads , respectively .","command","","[]","NULL_GEN","NULL_FINE","[]"
"1","2/10","The German language is used in certain areas in <a>XXXX</a> .","Opole Voivodeship -LRB- German : Oppeln -RRB- , where most of the minority resides","","[]","['place:2', 'location:2']","[['city', 3], ['country', 2], ['state', 2]]","['place:2', 'location:2']"
"11","10/11","After Nazi Germany 's defeat in World War II , the American Military Government issued a special law outlawing the Nazi party and all of <a>XXXX</a> .","its branches","","[]","['event:2']","NULL_FINE","['event:2']"
"7","13/16","In the 13th-14th century , Germans from the Upper Harz and Westphalia settled in and around Chiprovtsi in modern northwestern Bulgaria -LRB- then part of the Second Bulgarian Empire -RRB- to extract ore in <a>XXXX</a> , receiving royal privileges from Bulgarian tsar Ivan Shishman .","the western Balkan Mountains","","[]","['location:2']","[['city', 2]]","['location:2']"
"2","4/9","The Elektroboote submarine was laid down on 7 July 1944 at the Blohm & amp ; <a>XXXX</a> at Hamburg , launched on 2 September 1944 , and commissioned on 29 September 1944 under the command of Korvettenkapitan Adalbert Schnee .","Voss yard","","[]","NULL_GEN","NULL_FINE","[]"
"3","3/7","The submarine was laid down on 12 February 1941 at the Flender Werke yard at <a>XXXX</a> , launched on 25 March 1942 , and commissioned on 9 May 1942 under the command of Oberleutnant zur See Willy-Roderich Korner .","Lubeck","","[]","['place:2', 'location:3']","[['city', 2]]","['place:2', 'location:3']"
"27","6/12","On December 9 , 2002 , Novaya Gazeta published an open letter from Yusuf Krymshamkhalov and Timur Batchaev , Karachai suspects in the 1999 apartment blocks bombings in <a>XXXX</a> , to the commission for investigation of this event .","Moscow and Volgodonsk","","[]","['place:2', 'location:2']","[['city', 2]]","['place:2', 'location:2']"
"1","1/3",", at the 1965 Eurovision Song Contest , which took place on 20 <a>XXXX</a> in Naples , Italy .","March","","[]","['date:2']","[['march', 2], ['year', 2]]","['date:2']"
"8","12/18","Goyahkla was born to the Bedonkohe band of the Apache , near Turkey Creek , a tributary of the Gila River in the modern-day state of <a>XXXX</a> , then part of Mexico , but which his family considered Bedonkohe land .","New Mexico","","[]","['place:2', 'location:3']","NULL_FINE","['place:2', 'location:3']"
"3","1/4","<a>XXXX</a> featured here is Purrkur Pillnikk , which was led by the vocalist Einar Orn Benediktsson .","Other important band","","[]","['person:3']","NULL_FINE","['person:3']"
"56","2/16","He recorded <a>XXXX</a> of Hank Williams , Jr. 's '' Family Tradition '' and David Allan Coe 's '' Longhaired Redneck '' , calling his own versions '' Scumfuc Tradition '' and '' Outlaw Scumfuc '' respectively .","his own rewrites","","[]","NULL_GEN","[['song', 3]]","[]"
"13","6/10","Ghat is an important tourist destination due to the existence of prehistoric rock paintings and engravings in <a>XXXX</a> , in addition to the beauty of the surrounding desert landscapes .","the neighboring Tadrart Acacus and Tassili N'Ajjer mountains","","[]","['object:2']","[['stone', 2], ['location', 2], ['tourism', 2]]","['object:2']"
"12","0/9","<a>XXXX</a> helped bring together the other seven members , and would function as executive producer on all the Wu-Tang Clan releases .","A roommate of Wu-Tang founder The RZA , Ghostface","","[]","['person:5']","[['producer', 2]]","['person:5']"
"24","11/14","Medical examiner Blythe -LRB- Wendy Hughes -RRB- classifies the death as a murder because the widow dragged him into the basement and '' prayed he 'd stay dead '' , but Bolander , <a>XXXX</a> having recently left an unhappy marriage , defends the widow .","himself","","[]","['person:3']","[['death', 2]]","['person:3']"
"1","0/16","<a>XXXX</a> was awarded Razzie Awards for worst picture -LRB- Tied with The Adventures of Ford Fairlane -RRB- , worst actress -LRB- Bo Derek -RRB- , worst director and worst supporting actor -LRB- Donald Trump who appears only in a small cameo -RRB- .","It","","[]","['person:2']","[['artist', 2]]","['person:2']"
"1","7/16","It was awarded Razzie Awards for worst picture -LRB- Tied with The Adventures of Ford Fairlane -RRB- , <a>XXXX</a> -LRB- Donald Trump who appears only in a small cameo -RRB- .","worst actress -LRB- Bo Derek -RRB- , worst director and worst supporting actor","","[]","NULL_GEN","NULL_FINE","[]"
"45","5/8","After the iron was produced at Eliza , it was carried by wagon to Ninevah or Johnstown , where <a>XXXX</a> was transported by the Pennsylvania Canal to Pittsburgh .","it","","[]","['object:5']","[['metal', 3], ['iron', 4]]","['object:5']"
"3","7/9","While stationed in Tripoli -LRB- Libya -RRB- , Raja fought against an Italian offensive in which he helped repulse <a>XXXX</a> , leading to their subsequent surrender .","the Italian forces","","[]","['organization:2']","NULL_FINE","['organization:2']"
"1","6/10","Known for his deeply personal often elegiac lyrics about his native North Carolina and beloved Ireland , Ruark has had poetry in such publications as <a>XXXX</a> .","The New Yorker , The New Republic , and Poetry","","[]","['object:2']","[['publication', 2], ['magazine', 2]]","['object:2']"
"0","1/12","<a>XXXX</a> wartuf-ho ' lendry is a village in the administrative district of Gmina Ostrowite , within Slupca County , Greater Poland Voivodeship , in west-central Poland .","Giewartow-Holendry gJe '","","[]","['location:4']","[['place', 2], ['village', 3]]","['location:4']"
"2","10/16","In 1997 , researchers from the Universidad Nacional del Comahue in Rio Negro , Argentina collected larvae of <a>XXXX</a> and other fly species in Lanin National Park , Neuquen Province .","G. marginalis","","[]","['object:2']","NULL_FINE","['object:2']"
"0","3/6","Gigi is a 1949 French comedy film directed by Jacqueline Audry and starring <a>XXXX</a> , Jean Tissier and Yvonne de Bray .","Gaby Morlay","","[]","['person:5']","[['actress', 2], ['actor', 2], ['artist', 2]]","['person:5']"
"0","2/6","Gila County is a county in <a>XXXX</a> of the U.S. state of Arizona .","the central part","","[]","['place:2']","[['area', 2]]","['place:2']"
"80","6/7","In 1308 , Gilbert de Clare had married Maud -LRB- or Matilda -RRB- de Burgh , the daughter of Richard de Burgh , Earl of <a>XXXX</a> .","Ulster","","[]","['person:2', 'location:3']","[['district', 2]]","['person:2', 'location:3']"
"1","0/10","Born in <a>XXXX</a> , Gierbolini-Ortiz was a Sergeant in the United States Army during World War II , from 1943 to 1946 , and was later a Captain in the United States Army from 1951 to 1957 .","Coamo , Puerto Rico","","[]","['location:4']","[['town', 2], ['city', 2]]","['location:4']"
"6","2/4","She also appeared at the opera houses of <a>XXXX</a> , New Orleans , Boston , Philadelphia , Baltimore , etc .","Chicago , Houston , Dallas , San Francisco","","[]","['place:4']","[['city', 4]]","['place:4']"
"51","1/12","In the same year , <a>XXXX</a> teamed up with Norwegian water company Isklar and created a limited edition Tote bag with fifty per cent of the proceeds from each bag sold going to Oxfam .","Deacon","","[]","['person:2']","[['company', 3]]","['person:2']"
"0","6/7","Gilles Bernier -LRB- born August 6 , 1955 in Grand Falls , New Brunswick , Canada -RRB- is <a>XXXX</a> .","a former Canadian politician","","[]","['person:3']","NULL_FINE","['person:3']"
"88","4/7","September 1 - The state legislature places the Nimitz Museum under Texas Parks and Wildlife Department as <a>XXXX</a> .","The National Museum of the Pacific War","","[]","NULL_GEN","[['leader', 2]]","[]"
"44","3/14","After his defeat for Congress , <a>XXXX</a> accepted an appointment in 1965 from President Johnson as assistant secretary of the Office of Economic Opportunity , often referred to as the '' War on Poverty , '' in 1965-1966 .","Long","","[]","['person:5']","[['politician', 2]]","['person:5']"
"45","4/11","It had an eight-storeyed Kalyana Mahal -LRB- marriage hall -RRB- , <a>XXXX</a> dedicated to its presiding Hindu goddess called Chenjiamman .","granaries , prison cells , a military gymnasium and a temple","","[]","NULL_GEN","NULL_FINE","[]"
"9","1/4","The two also won the WWWF Tag Team Championship in 1975 from <a>XXXX</a> .","Blackjack Mulligan and Blackjack Lanza","","[]","['person:2']","[['wrestler', 2]]","['person:2']"
"8","12/14","Giovanni Francesco or Gianfrancesco Bembo , was the nephew of Bonifazio Bembo , the son of Giovanni and brother of <a>XXXX</a> , all painters .","Lorenzo","","[]","['person:5']","[['painter', 3]]","['person:5']"
"43","2/6","Vladimir Nabokov 's controversial book Lolita -LRB- 1955 -RRB- is about <a>XXXX</a> between a 12 year old girl and an adult scholar as they travel across the United States .","a doomed relationship","","[]","NULL_GEN","[['relationship', 3]]","[]"
"1","6/10","Their self-released debut album , Remember Who I Am , sold 5,000 copies before it was re-released by Daemon Records , <a>XXXX</a> run by Amy Ray of the Indigo Girls .","the independent record label","","[]","['organization:3']","NULL_FINE","['organization:3']"
"9","6/17","Ciannella joined the roster of principal tenors at the Metropolitan Opera in 1979 , making his first appearance with <a>XXXX</a> opposite Eugenia Moldoveanu as Violetta in an outdoor concert at Clove Lakes Park , Staten Island on June 13 , 1979 .","the company as Alfredo in Verdi 's La traviata","","[]","['organization:2', 'person:3']","NULL_FINE","['organization:2', 'person:3']"
"0","8/12","Giuseppe '' the Clutch Hand '' Morello -LRB- May 2 , 1867 - August 15 , 1930 -RRB- , also known as '' The Old Fox '' , was the founder of the Morello crime family and <a>XXXX</a> The Boss '' Masseria .","top adviser to Joe ''","","[]","['person:4']","NULL_FINE","['person:4']"
"1","19/20","Known primarily for his church of Santa Maria del Rosario in Marino outside Rome , his name has been linked with the design of the facade of the church of Santa Maria Maddalena in Rome although his involvement with this and with <a>XXXX</a> remains uncertain .","some other building projects","","[]","NULL_GEN","[['church', 4]]","[]"
"20","1/14","Also , four foreign statesmen were present - <a>XXXX</a> of Croatia Stjepan Mesic , the president of Serbia Boris Tadic , the president of Montenegro Filip Vujanovic and the president of Albania Bamir Topi .","the president","","[]","['person:5']","[['politician', 3], ['president', 2]]","['person:5']"
"4","6/12","The following year , she , her brother Merald , sister Brenda , and cousins William and Elenor Guest formed <a>XXXX</a> called The Pips -LRB- named after another cousin , James '' Pip '' Woods -RRB- .","a musical group","","[]","NULL_GEN","[['group', 4]]","[]"
"0","0/20","<a>XXXX</a> was a railway co-owned by Caledonian Railway and Glasgow and South Western Railway and was an amalgation of two different lines : the Glasgow , Barrhead and Neilston Direct Railway and the Glasgow and Kilmarnock Joint Railway .","The Glasgow , Barrhead and Kilmarnock Joint Railway","","[]","['organization:2']","[['company', 2]]","['organization:2']"
"16","1/11","Gleaning in rural France has been represented in <a>XXXX</a> Des Glaneuses -LRB- 1857 -RRB- by Jean-Francois Millet and Le rappel des glaneuses -LRB- 1859 -RRB- by Jules Breton -LRB- image -RRB- , and explored in a 2000 documentary/experimental film , The Gleaners and I , by Agnes Varda .","the paintings","","[]","['object:2']","NULL_FINE","['object:2']"
"0","11/12","Gleboczek glem ' boczek is a village in the administrative district of Gmina Rogowo , within Znin County , Kuyavian-Pomeranian Voivodeship , in <a>XXXX</a> .","north-central Poland","","[]","['location:3']","[['country', 2]]","['location:3']"
"0","1/7","Glenbarr -LRB- <a>XXXX</a> , əm b̊aːrˠpron -RRB- is a village in Argyll and Bute , Scotland .","Am Barr","","[]","NULL_GEN","NULL_FINE","[]"
"0","8/9","Glengarriff -LRB- Gleann Garbh , meaning '' Rough glen '' -RRB- is a village of approximately 800 people on the N71 national secondary road in the south-west region of County Cork , <a>XXXX</a> .","Ireland","","[]","['place:2']","[['country', 2]]","['place:2']"
"0","5/7","Glenmore is a suburban development and country club in Albemarle County , <a>XXXX</a> , just west of Charlottesville .","Virginia","","[]","['place:3', 'location:2']","NULL_FINE","['place:3', 'location:2']"
"12","3/8","Following the Lampkin defeat McCrory moved up to heavyweight and in September 1991 lost in a challenge to <a>XXXX</a> .","future world champion Lennox Lewis failing in his bid to win Lewis 's British and European titles","","[]","['person:5']","NULL_FINE","['person:5']"
"24","6/8","Glenn 's influences included : Charlie Parker , John Coltrane , Sonny Rollins , Sonny Stitt , <a>XXXX</a> , and Dexter Gordon .","Stan Getz","","[]","['person:5']","[['musician', 4], ['artist', 2]]","['person:5']"
"125","1/11","<a>XXXX</a> , directed by Guy Ferland , stars Ally Sheedy , Eric Stoltz , and Heather Matarazzo , and is an adaptation of Bernard Lefkowitz 's book .","The film","","[]","['object:2']","[['movie', 2]]","['object:2']"
"0","8/9","Glenister Fermoy -LRB- Glen -RRB- Sheil -LRB- 21 October 1929 - 29 September 2008 -RRB- was an Australian politician , representing the National Party in the Senate for the state of <a>XXXX</a> from 1974 to 1981 , and again from 1984 to 1990 .","Queensland","","[]","['place:3', 'location:2']","[['state', 2]]","['place:3', 'location:2']"
"5","5/6","During World War I Spencer served in the United States Navy as a Seaman , <a>XXXX</a> .","Second Class","","[]","NULL_GEN","NULL_FINE","[]"
"0","7/11","Global dimming is the gradual reduction in the amount of global direct irradiance at <a>XXXX</a> surface that was observed for several decades after the start of systematic measurements in the 1950s .","the Earth 's","","[]","['location:2']","NULL_FINE","['location:2']"
"0","1/6","Godskitchen Global Gathering 2002 was held at Long Marston Airfield , Warwickshire , England with the Birmingham based <a>XXXX</a> .","promoters returning to the site of the previous years festival","","[]","['organization:2']","[['group', 2], ['company', 2]]","['organization:2']"
"120","3/7","For example , gastrointestinal infections causes diarrhoea , and <a>XXXX</a> , tuberculosis , intestinal parasites and chronic infection increase wasting and anemia .","HIV","","[]","NULL_GEN","[['disease', 3]]","[]"
"631","1/6","About 300 people are feed by <a>XXXX</a> when 120 vehicles ventured out during a blizzard in County Londonderry 's Glenshane Pass .","rescue services","","[]","NULL_GEN","NULL_FINE","[]"
"17","6/12","Justice League : Heroes United , an original 3D beat 'em - up coin-operated game similar to games like <a>XXXX</a> .","Die Hard Arcade that features licensed '' DC Comic '' book heroes such as Superman , Batman , and Wonderman","","[]","['object:3']","[['video_game', 2]]","['object:3']"
"14","0/6","'' <a>XXXX</a> jerked one of his patented doubles into the left-field corner against Mets lefty Johan Santana .","Lee","","[]","['person:5']","[['player', 3], ['athlete', 4]]","['person:5']"
"240","7/10","The term is thought to be derived from an orange-colored , tropical Asian fruit , called a carambola in English , Spanish and several other languages , in turn from karambal in <a>XXXX</a> .","the Marathi language of India","","[]","['location:2']","[['language', 2]]","['location:2']"
"1","2/11","The list consists of concepts that are derived from <a>XXXX</a> .","both Hinduism and Hindu tradition , which are expressed as words in Sanskrit as well as other languages of India","","[]","NULL_GEN","NULL_FINE","[]"
"10","3/14","Advaita Vedanta -LRB- अद्वैत वेदान्त -RRB- : A school of <a>XXXX</a> often called a monistic or non-dualistic system which refers to the indivisibility of the Self -LRB- Atman -RRB- from the Whole -LRB- Brahman -RRB- .","Hindu philosophy","","[]","NULL_GEN","NULL_FINE","[]"
"434","0/4","<a>XXXX</a> - a set of philosophical , theological and psychological positions based on the work of the 19th century Danish philosopher Søren Kierkegaard .","Kierkegaardianism","","[]","NULL_GEN","NULL_FINE","[]"
"38","1/8","A total of 435 airframes were built by <a>XXXX</a> ; both companies at that time were part of the Hawker Siddeley group .","Gloster and Armstrong-Whitworth","","[]","NULL_GEN","[['company', 2]]","[]"
