"Doc/Sen Id","Mention Id","Sentence","Mention","Head","AFET Labels","Turk-General","Turk-Fine","Predict"
"wex/20110513/0/95/504:35",4,"It had also been reported on the FIFA website that <a>XXXX</a> was entering a bid , but the president of the Egyptian Football Association denied that any more than an inquiry in principle had been made .","Egypt","Egypt","['/location/country', '/location']","['location']","['country', 'nation']","['egypt']"
"wex/20110513/0/95/504:126",4,"Qatar 's bid to host the 2022 World Cup received a huge boost on 28 July 2010 when <a>XXXX</a> Mohammed Bin Hammam threw his weight behind his country 's campaign .","Asian Football Confederation -LRB- AFC -RRB- President","President","[]","['person']","['president', 'king', 'politician']","['president']"
"wex/20110513/0/97/303:80",0,"<a>XXXX</a> marks the beginning of the end of the current Space Shuttle Program -LRB- shuttles Endeavour , Atlantis , and Discovery -RRB- New Horizons is launched on a 9 year voyage to Pluto , January 19 .","The mission","mission","[]","['event']","['time']","['mission']"
"wex/20110513/0/97/421:37",3,"The British Operation Acrobat was initiated to drive the DAK back to Tripoli , but a quick counter offensive by Rommel surprised the British and pushed them back out of <a>XXXX</a> .","Cyrenaica","Cyrenaica","[]","['object']","['region']","['cyrenaica']"
"wex/20110513/0/98/771:8",0,"<a>XXXX</a> was also the command organization for the Semi Automatic Ground Environment -LRB- SAGE -RRB- Data Center -LRB- DC-10 -RRB- at Duluth AFS .","It","It","[]","['object']","['organization']","['it']"
"wex/20110513/1/3/550:11",3,"In May 1944 , the 301st was reassigned to <a>XXXX</a> and thereafter the squadron 's primary duty was providing escort for bombers striking enemy oil and industrial targets in central Europe and the Balkans .","the Fifteenth Air Force","Force","[]","['location']","['country']","['force']"
"wex/20110513/1/4/86:77",0,"According to the review aggregator Rotten Tomatoes , 89 % of critics gave <a>XXXX</a> positive reviews , based on 192 reviews .","the film","film","[]","['object']","['movie']","['film']"
"wex/20110513/1/4/451:21",1,"In 1950 the squadron returned to <a>XXXX</a> and was assigned to the 5th Strategic Recon Wing at Travis AFB , California , whereupon it switched to flight RB-36s .","the United States","States","[]","['location', 'place']","['country']","['states']"
"wex/20110513/1/8/317:6",0,"<a>XXXX</a> , after the Slovaks captured Rymanow Zdroj and the Germans seized Krosno , the Brigade was ordered to withdraw to Sanok and leave Dukla .","Next day","day","[]","['time']","['date', 'year']","['day']"
"wex/20110513/1/8/518:0",0,"3rd Street Southeast was <a>XXXX</a> on the city 's C-Train light rail system .","a stop in downtown Calgary","stop","[]","['place']","['street', 'destination']","['stop']"
"wex/20110513/1/9/178:5",4,"Squadron RCAF was formed at RAF Peterhead , Aberdeenshire , Scotland in 1941 as a fighter squadron for service during <a>XXXX</a> and was based at various RAF stations in Scotland , England and continental Europe .","the Second World War","War","[]","['event']","['battle', 'war']","['war']"
"wex/20110513/1/10/670:135",4,"Those that got away regrouped at Charlottesville and were soon transferred back to <a>XXXX</a> by rail , and marched form there to Christiansburg , where , upon hearing the news of Lee 's surrender at Appomattox Court House , they decided to disband .","Dublin","Dublin","[]","['place']","['city']","['dublin']"
"wex/20110513/1/17/256:23",2,"The Division switched to the southeast , capturing <a>XXXX</a> and clearing the Hardthauser Woods on 7 April .","Lampoldshausen","Lampoldshausen","['/location']","['place']","['area']","['lampoldshausen']"
"wex/20110513/1/20/935:21",1,"Edmonton 's next series came to <a>XXXX</a> when Eskimo receiver Craig Ellis fumbled after a pass reception and Ken Hailey recovered .","a halt","halt","[]","['location']","['city', 'country']","['halt']"
"wex/20110513/1/24/143:27",2,"Series regular Rob Estes and special guest star Jennie Garth both announced <a>XXXX</a> would not return to the series .","they","they","[]","['person']","['actor']","['they']"
"wex/20110513/1/24/454:1",0,"<a>XXXX</a> was last assigned to the Duluth Air Defense Sector , Air Defense Command , stationed at Armstrong Air Station , Ontario , Canada .","It","It","[]","['person']","['commander']","['it']"
"wex/20110513/1/25/366:23",0,"In 1843 , during tensions between the British and Maoris , largely caused by the Treaty of Waitangi which had been signed between the British and Maori in 1840 , <a>XXXX</a> was dispatched to the northern island of New Zealand .","a detachment from the regiment","detachment","[]","['object']","['army']","['detachment']"
"wex/20110513/1/25/523:20",0,"In <a>XXXX</a> , Darian Durant consistently moved the ball by mixing pass and run plays against Montreal 's top ranked defence .","the first quarter , Saskatchewan 's quarterback","quarter","[]","['time']","['year', 'date']","['quarter']"
"wex/20110513/1/26/553:42",0,"<a>XXXX</a> would not pay for the scheme was confirmed at the end of October , when Roads Minister Mike Penning said that the scheme was unaffordable and no longer offered acceptable value for money .","That government money","money","[]","['person', 'organization']","['government']","['money']"
"wex/20110513/1/28/545:2",1,"The roots of AAON can be traced to 1928 when the John Zink Company -LRB- JZC -RRB- was started in Tulsa , Oklahoma to produce <a>XXXX</a> for the oil industry .","equipment","equipment","[]","['object']","['machinery', 'equipment']","['equipment']"
"wex/20110513/1/29/335:2",5,"Originally from Mooroolbark , in Melbourne 's outer eastern suburbs , <a>XXXX</a> showed potential as a junior playing for the Mooroolbark Mustangs in the EFL .","he","he","[]","['person']","['player']","['he']"
"wex/20110513/1/30/815:33",0,"<a>XXXX</a> is in Magada village -LRB- Namutumba District -RRB- , approximately 70 & nbsp ; km distant .","A fifth synagogue","synagogue","[]","['location', 'place']","['city']","['synagogue']"
"wex/20110513/1/32/747:7",1,"In 1964 , he joined <a>XXXX</a> after discussions with long-time FLN teammate Kader Firoud who was announced as coach of the team .","Toulouse FC","FC","['/organization/sports_team', '/organization']","['object']","['team']","['fc']"
"wex/20110513/1/35/323:1",0,"The station was opened by <a>XXXX</a> , but the project was taken over for financial reasons by the London and North Western Railway .","the Merthyr , Tredegar and Abergavenny Railway","Merthyr","['/organization', '/organization/company']","['person', 'organization']","['company']","['merthyr']"
"wex/20110513/1/35/552:1",1,"Thompson attended Wilbert Tucker Woodson High School in Virginia , and played college soccer at <a>XXXX</a> from 2000 to 2005 , where he appeared in 79 games scoring 43 goals and adding 26 assists .","the University of Maryland","University","['/organization', '/organization/educational_institution', '/location']","['location', 'place']","['school', 'university']","['university']"
"wex/20110513/1/37/417:8",0,"<a>XXXX</a> could be heard during overseas telephone calls between Bennett and Lord Beaverbrook .","A modern dial tone","tone","[]","['object']","['conversation']","['tone']"
"wex/20110513/1/37/880:7",2,"<a>XXXX</a> died in Fishkill , New York , June 1 , 1831 , and was interred in the Dutch Reform Churchyard , Beacon -LRB- formerly Fishkill Landing -RRB- , New York .","He","He","[]","['person']","['dead_man', 'politician']","['he']"
"wex/20110513/1/38/63:12",2,"When the Continental Congress appointed George Washington the Commander in Chief , and Washington departed for Massachusetts on June 21 , 1775 , the Philadelphia Light Horse escorted him through <a>XXXX</a> to New York City .","New Jersey","Jersey","[]","['place']","['state', 'road']","['jersey']"
"wex/20110513/1/38/421:0",0,"Abram Joseph Ryan -LRB- February 5 , 1838 - April 22 , 1886 -RRB- , OSFS , was <a>XXXX</a> .","an American poet , an active proponent of the Confederate States of America , and a Roman Catholic priest","poet","[]","['person']","['poet']","['poet']"
"wex/20110513/1/39/76:214",2,"Thujone , the active chemical in absinthe , is a GABA antagonist ; and while it can produce muscle spasms in large doses , there is not enough evidence that it causes <a>XXXX</a> .","hallucinations","hallucinations","[]","['event']","['disease']","['hallucination']"
"wex/20110513/1/39/931:4",3,"In 1046 the tribesmen of Hamdan accepted him , and <a>XXXX</a> was able to seize Sa ' dah and San ' a in the same year .","he","he","[]","['person']","['leader']","['he']"
"wex/20110513/1/39/957:1",2,"A loyalist of Bangladesh 's founding leader Sheikh Mujibur Rahman , <a>XXXX</a> was murdered along with Syed Nazrul Islam , Muhammad Mansur Ali and Tajuddin Ahmed in the infamous '' jail killings '' in Dhaka Central Jail on November 3 , 1975 .","Qamaruzzaman","Qamaruzzaman","[]","['person']","['man']","['qamaruzzaman']"
"wex/20110513/1/40/400:2",3,"The studios are located in <a>XXXX</a> , and transmitter at Mount Dandenong .","Southbank and Elsternwick","Southbank","[]","['location', 'place']","['city']","['southbank']"
"wex/20110513/1/43/774:1",1,"Loomis was drafted in the fifth round of the 1951 NFL Draft out of the University of Wisconsin-La Crosse by <a>XXXX</a> .","the Cleveland Browns","Browns","['/organization/sports_team', '/person/actor', '/organization', '/person']","['person']","['team', 'draft']","['browns']"
"wex/20110513/1/44/183:49",2,"Also was the stunt boy of the show , his biggest claim to fame was living on the roof for 20 days until the Carolina Panthers won <a>XXXX</a> in 2009 .","their first football game","game","[]","['event', 'object']","['trophy', 'championship', 'game']","['game']"
"wex/20110513/1/50/75:7",2,"During this period , <a>XXXX</a> also completed a full-length motion picture called It Could n't Happen Here .","the Pet Shop Boys","Boys","[]","['person']","['actor', 'director']","['boys']"
"wex/20110513/1/51/512:35",0,"After his death , <a>XXXX</a> wrote what Taxay terms a '' frantic letter '' to Mint Director George N. Eckert , seeking the appointment of an assistant .","his replacement as chief coiner , Franklin Peale ,","replacement","[]","['person']","['author', 'writer']","['replacement']"
"wex/20110513/1/51/894:2",2,"After receiving his early education at the Caroline academy of Stuttgart , he entered the University of Tubingen , where he was given <a>XXXX</a> .","the degree of doctor of medicine","degree","[]","['education', 'object']","['degree']","['degree']"
"wex/20110513/1/52/947:18",1,"Sapieha was appointed Bishop of Krakow on 24 November 1911 and was consecrated by Pope St. Pius X in the Sistine Chapel on 7 <a>XXXX</a> .","December of the same year","December","[]","['event', 'time']","['time', 'month', 'date']","['december']"
"wex/20110513/1/53/574:23",2,"The version number was bumped to 15 from 12 because 13 is considered unlucky in Europe , the United States and other '' Western '' countries , and 14 is considered unlucky in <a>XXXX</a> .","China","China","['/location/country', '/government', '/government/government', '/location']","['place']","['country']","['china']"
"wex/20110513/1/55/316:5",1,"Adel is situated near the site of a Roman fort , the ancient road from Tadcaster to <a>XXXX</a> .","Ilkley passing nearby","Ilkley","[]","['location', 'place']","['city', 'region', 'town']","['ilkley']"
"wex/20110513/1/58/512:3",1,"In 1861 he took the Ph.D. degree at Leipzig University , and in 1877 became <a>XXXX</a> at Berlin University .","privatdozent in philosophy","privatdozent","[]","['person', 'position']","['dean', 'professor', 'leader']","['privatdozent']"
"wex/20110513/1/60/139:2",1,"<a>XXXX</a> received a military cross for service in World War II and was a New Democratic Party candidate in the 1979 federal election , while his son Toby was a senior staffer in Ralph Nader 's 2004 US presidential campaign .","Heaps ' father , Leo ,","father","[]","['person']","['politician']","['father']"
"wex/20110513/1/60/585:8",3,"<a>XXXX</a> stayed with Toronto for only a few hours before being dealt to FC Dallas for Ronnie O'Brien .","He","He","[]","['person']","['athlete']","['he']"
"wex/20110513/1/60/690:35",4,"At one point <a>XXXX</a> took part in a play for Radio Canada , in French .","he","he","[]","['person']","['actor']","['he']"
"wex/20110513/1/60/760:13",1,"In Croatia , the Adriatic-Ionian motorway is planned to follow routes of the A7 motorway along its entire length , and the A1 motorway from the Zuta Lokva interchange to <a>XXXX</a> .","the south","south","[]","['place', 'object']","['road']","['south']"
"wex/20110513/1/62/407:4",0,"<a>XXXX</a> is throwing a big dinner party in Rome , trying to drum up business for their product .","The Society of Olive Oil Producers of Baetica","Society","[]","['organization']","['company']","['society']"
"wex/20110513/1/63/828:10",4,"Several acts were signed to Infectious Records , including Ash , Symposium , My Vitriol , Cable , Seafood , Elevator Suite and Pop Will Eat Itself , while <a>XXXX</a> licensed local signing Muse from Taste Media .","Mushroom","Mushroom","[]","['organization']","['company', 'act']","['mushroom']"
"wex/20110513/1/63/911:50",1,"The flight started and ended at Carswell Air Force Base in Fort Worth , Texas with the refuelings accomplished over West Africa , the Pacific ocean near Guam and between <a>XXXX</a> .","Hawaii and the West Coast","Hawaii","[]","['location']","['country', 'place']","['hawaii']"
"wex/20110513/1/66/514:3",3,"The town was captured in 2006 by <a>XXXX</a> as were the other districts in the region during the civil war .","the Islamic Court Union","Union","[]","['person']","['general']","['union']"
"wex/20110513/1/68/343:4",0,"In 2009 , <a>XXXX</a> ratified a decision made by authorities in Rio Grande , Tierra del Fuego -LRB- which , according to Argentina , have authority over the islands -RRB- charging 70 officers and corporals with inhumane treatment of conscript soldiers during the war .","Argentine authorities in Comodoro Rivadavia","authorities","[]","['person']","['authority']","['authority']"
"wex/20110513/1/69/643:0",0,"<a>XXXX</a> is a lunar crater located at the southern edge of Oceanus Procellarum , in the region between the Mare Humorum and Mare Nubium .","Agatharchides","Agatharchides","[]","['object', 'place']","['crater']","['agatharchides']"
"wex/20110513/1/70/528:2",3,"They independently released <a>XXXX</a> before signing to RCA Records , after which they toured with Dave Matthews Band and scored two rock radio hits , '' Come On '' and '' Smiling Up the Frown '' .","two records","records","[]","['object']","['album']","['record']"
"wex/20110513/1/72/474:45",2,"<a>XXXX</a> was the first time that two female Poles , Radwanska and Marta Domachowska , reached the fourth round of a Grand Slam singles tournament .","This tournament","tournament","[]","['event']","['game', 'competition']","['tournament']"
"wex/20110513/1/73/577:61",0,"Of the dairy cows , 40 % are of the local Baladi breed , 26 % are purebred <a>XXXX</a> and 34 % are crosses between Baladi and Canadian Holstein .","Friesian imported from Germany and Holland","Friesian","[]","['object']","['breed']","['friesian']"
"wex/20110513/1/73/780:133",2,"The Celtic King Caratacus assumed that she , along with Claudius , was the martial leader and bowed before her throne with the same homage and gratitude as he accorded <a>XXXX</a> .","the emperor","emperor","[]","['person']","['emperor', 'king']","['emperor']"
"wex/20110513/1/74/959:1",0,"It is included in Modern Library List of Best 20th-Century Novels , and was chosen by <a>XXXX</a> as one of the one hundred best English-language novels from 1923 to present .","TIME magazine","magazine","[]","['person']","['critic']","['magazine']"
"wex/20110513/1/75/338:13",5,"This Jain ideal of Ahiṃsa profoundly influenced Mahatma Gandhi , through his friendship with <a>XXXX</a> that it formed a basis of his satyagraha -LRB- truth struggle -RRB- against colonial rule and caused him to rethink many aspects of contemporary Hindu practices .","the Jain scholar Shrimad Rajchandra","Rajchandra","[]","['person']","['leader']","['rajchandra']"
"wex/20110513/1/75/580:8",0,"On January 19 , 2007 <a>XXXX</a> announced that Abu Laban had cancer , and that it probably was lung cancer .","the Islamic Society in Denmark","Society","[]","['person']","['doctor']","['society']"
"wex/20110513/1/75/735:1",1,"<a>XXXX</a> was born of a sharif family in the Berber Anjra tribe that ranges from Tangiers to Tetuan along the Mediterranean coast of Morocco .","He","He","[]","['person']","['man']","['he']"
"wex/20110513/1/76/763:44",2,"Due to his inability to qualify , he did not compete in the 2010 Winter Olympics in <a>XXXX</a> .","Vancouver , BC","BC","['/language', '/location/city', '/location']","['place']","['city', 'region', 'country']","['bc']"
"wex/20110513/1/77/155:38",1,"The band appeared on ' Later ... with <a>XXXX</a> , performing '' Take Back the City , '' '' If There 's a Rocket Tie Me to It '' , and '' What If This Storm Ends ? ''","Jools Holland '","Holland","[]","['person']","['singer', 'musician']","['holland']"
"wex/20110513/1/78/397:6",1,"During the Second World War , Ailsa built vessels for the Navy , including <a>XXXX</a> .","several Bangor class minesweepers","minesweepers","[]","['object']","['boat', 'ship', 'vessel']","['minesweeper']"
"wex/20110513/1/81/120:18",2,"The airport originally obtained 13 256-type cars to be used in <a>XXXX</a> , and two additional cars later were purchased from Jacksonville , Florida 's JTA Skyway after the Jacksonville Transportation Authority decided to switch to a more cost-effective technology .","the system","system","[]","['event']","['transportation']","['system']"
"wex/20110513/1/81/597:176",0,"In 1992 , a contract with the RAF at St. Athan to modify a number of Tornado F. 3 aircraft was to have far reaching <a>XXXX</a> .","consequences for the company","consequences","[]","['event']","['consequence', 'result', 'effect']","['consequence']"
"wex/20110513/1/81/709:11",1,"She loses her friend Pinky -LRB- <a>XXXX</a> -RRB- due to her actions who in the end falls in love with Randhir -LRB- Cyrus Sahukar -RRB- .","Ira Dubey","Dubey","['/person/actor', '/person']","['person']","['friend']","['dubey']"
"wex/20110513/1/81/767:55",0,"<a>XXXX</a> she appeared in her home production Dil Ka Rishta with Arjun Rampal and Rohan Sippy 's Kuch Na Kaho alongside Abhishek Bachchan , neither of which fared well at the box office .","That year","year","[]","['person']","['actor']","['year']"
"wex/20110513/1/82/251:3",3,"On October 1 , 2005 <a>XXXX</a> was merged with the town of Aizuhongo and the village of Niitsuru , all from Onuma District , to form the new town of Aizumisato .","Aizutakada","Aizutakada","[]","['place']","['city', 'town']","['aizutakada']"
"wex/20110513/1/82/558:11",7,"Although the '' presentation style '' mix of movies and elaborate stage shows is no longer in <a>XXXX</a> , it was Balaban 's pioneering success in Chicago with this combination that today is often associated with Radio City Music Hall in New York .","popular or economic favor","favor","[]","['place']","['stage']","['favor']"
"wex/20110513/1/84/309:28",0,"<a>XXXX</a> was inaugurated by Atal Bihari Vajpayee , the former Prime minister of India .","The organisation","organisation","[]","['person']","['president', 'politician']","['organisation']"
"wex/20110513/1/84/407:116",1,"Paper presented at <a>XXXX</a> for Regional Cooperation -LRB- SAARC -RRB- seminar .","the South Asian Association","Association","[]","['event']","['conference', 'meeting']","['association']"
"wex/20110513/1/85/574:1",0,"He won <a>XXXX</a> in the K-4 10000 m event at the 1989 ICF Canoe Sprint World Championships in Plovdiv .","a silver medal","medal","[]","['object']","['award', 'medal', 'trophy']","['medal']"
"wex/20110513/1/88/504:8",0,"Campbell joined the Foreign Office in 1946 - <a>XXXX</a> had been Consul General in Shanghai - and became third secretary in Singapore .","a grandfather , Sir Pelham Warren ,","grandfather","[]","['person']","['general', 'politician']","['grandfather']"
"wex/20110513/1/88/574:11",4,"In September 1940 , with the Luftwaffe threatening the south-east , the Clarks moved their son to a safer location at <a>XXXX</a> .","Cheltenham College Junior School","School","[]","['location']","['state']","['school']"
"wex/20110513/1/89/91:21",2,"In 1983 , <a>XXXX</a> entered the United States national team , as Team America , into the NASL as a franchise .","U.S. Soccer , in coordination with the NASL ,","Soccer","[]","['person']","['player', 'coach']","['soccer']"
"wex/20110513/1/89/781:2",1,"He was educated at <a>XXXX</a> gaining a BA in Mechanical Sciences .","Winchester School and Trinity College , Cambridge ,","School","[]","['institution', 'place']","['college', 'university']","['school']"
"wex/20110513/1/90/810:4",0,"The group has worked with <a>XXXX</a> , premiering pieces by Steve Reich , John Adams , David Lang , Anthony Gatto , Cenk Ergun , Aaron Jay Kernis , Michael Gordon , Augusta Read Thomas , Stefan Freund , and Wolfgang Rihm .","contemporary composers","composers","[]","['person']","['group']","['composer']"
"wex/20110513/1/91/93:2",2,"<a>XXXX</a> is nominated with advice and consent of the Senate by the President of the United States .","The Federal Coordinator -LRB- director of the agency -RRB-","Coordinator","[]","['person']","['leader']","['coordinator']"
"wex/20110513/1/91/241:6",1,"Even though Alastair was born in Yorkshire , he would go over <a>XXXX</a> to Lancashire to watch Burnley Football Club with his father , Donald .","the county border","border","[]","['place']","['state', 'area']","['border']"
"wex/20110513/1/91/294:1",3,"<a>XXXX</a> was born in 1970 in Trinafour , near Perth and educated at Westbourne House School and Glenalmond College in Perthshire .","He","He","[]","['person']","['student']","['he']"
"wex/20110513/1/92/55:66",0,"For two years after this landing , <a>XXXX</a> left every so often from training camps in Malta and Britain and Germany .","small groups of British-trained Albanians","groups","[]","['person']","['soldier']","['group']"
"wex/20110513/1/94/462:0",0,"Albert Jan Kluyver -LRB- June 3 , 1888 , Breda - May 14 , 1956 -RRB- was <a>XXXX</a> .","a Dutch microbiologist and biochemist","microbiologist","[]","['person']","['scientist']","['microbiologist']"
"wex/20110513/1/95/201:24",2,"That same year , he married the novelist Elsa Morante , whom he had met in 1936 ; they lived in <a>XXXX</a> , where he wrote Agostino .","Capri","Capri","['/geography', '/location/city', '/location', '/geography/island']","['location', 'place']","['state', 'country', 'town']","['capri']"
"wex/20110513/1/95/676:11",0,"<a>XXXX</a> also received a few free lessons from the Eugene Ysaye-trained Spanish violinist Alfredo Fernandez .","Sammons","Sammons","[]","['person']","['musician', 'student']","['sammons']"
"wex/20110513/1/95/929:8",3,"On 21 July 1915 , at a meeting of 18 Irish people in Sydney , Dryer proposed the establishment of the Irish National Association of Australasia , to preserve the notion of Irish sovereignty in <a>XXXX</a> .","Australia","Australia","[]","['location']","['country']","['australia']"
"wex/20110513/1/99/195:6",2,"Kessler left the NBA to study <a>XXXX</a> and graduated from the School of Medicine at Emory University in 1999 .","medicine","medicine","[]","['subject']","['medicine']","['medicine']"
"wex/20110513/2/0/799:32",2,"In early September 1936 <a>XXXX</a> was appointed NKVD liaison to the Spanish Republican Ministry of Interior arriving in Madrid on September 16 .","Orlov","Orlov","[]","['person']","['politician']","['orlov']"
"wex/20110513/2/0/910:0",0,"<a>XXXX</a> is a village in the administrative district of Gmina Szudzialowo , within Sokolka County , Podlaskie Voivodeship , in north-eastern Poland , close to the border with Belarus .","Aleksandrowka aleksan ' drufka","drufka","[]","['location', 'place']","['village', 'town']","['drufka']"
"wex/20110513/2/3/665:8",2,"<a>XXXX</a> was the godfather of Charles Spencer , 9th Earl Spencer , brother of Diana , Princess of Wales .","He","He","[]","['person']","['godfather', 'royalty']","['he']"
"wex/20110513/2/4/228:36",2,"Tikhon issued a decree based on <a>XXXX</a> that the clergy in Russia were not to surrender sacred vessels for non-ecclesiastical use .","canon law","law","[]","['object']","['document']","['law']"
"wex/20110513/2/5/202:16",1,"In 1999 Alexander was interviewed following a Russian Orthodox Liturgy in Amsterdam , Holland , in which he described in detail life inside of a Soviet Gulag , specifically Perm 36 , near <a>XXXX</a> .","the Siberian border where he had been jailed","border","[]","['location', 'place']","['area', 'city', 'region']","['border']"
"wex/20110513/2/9/119:74",2,"In February 2011 , McLeish led Birmingham to victory in the League Cup , defeating <a>XXXX</a> Arsenal 2-1 in the final at Wembley in what he described as '' relatively speaking , & nbsp ; ... -LSB- his -RSB- greatest achievement '' .","favourites","favourites","[]","['group']","['team']","['favourite']"
"wex/20110513/2/9/327:1",1,"Prior was born in <a>XXXX</a> to a British father and a Russian mother who descended from Constantin Stanislavski .","London","London","['/transportation', '/location/cemetery', '/language', '/location', '/location/city', '/transportation/road']","['location', 'place']","['city']","['london']"
"wex/20110513/2/9/358:1",0,"Although he was most interested in acid house and early Detroit techno , Reece came to <a>XXXX</a> in the mid 1990s as a jungle star .","prominence","prominence","[]","['object', 'place']","['state', 'recognition', 'fame']","['prominence']"
"wex/20110513/2/9/555:18",1,"On 20 November 2007 , Smithies made his debut for the England U-18 team , where <a>XXXX</a> played 45 minutes in their 2 & ndash ; 0 win against Ghana U-18 's at Gillingham 's Priestfield Stadium .","he","he","[]","['person']","['player', 'athlete']","['he']"
"wex/20110513/2/9/967:4",1,"On 1 March 1174 , <a>XXXX</a> confirmed the metropolitan status of the see of Capua and confirmed its suffragans as Aquino , Caiazzo , Calvi , Carinola , Caserta , Isernia , Sessa , Teano , and Venafro : all the churches of the Campania .","the pope","pope","[]","['person']","['politician']","['pope']"
"wex/20110513/2/11/209:3",4,"After Eton and Haileybury , <a>XXXX</a> joined the Indian Civil Service in 1856 , and served a long career in India , He landed at Calcutta in January 1856 .","he","he","[]","['person']","['officer', 'soldier', 'man']","['he']"
"wex/20110513/2/11/341:98",2,"The Duke was exceedingly fond of <a>XXXX</a> and took a prominent part in establishing the Royal College of Music .","music","music","[]","['object']","['music']","['music']"
"wex/20110513/2/11/810:3",2,"Gross was born in Toronto , Ontario , Canada in 1918 , the son of Romanian immigrants , he grew up in Cleveland , Ohio , in <a>XXXX</a> .","the United States","States","['/person/artist', '/location/cemetery', '/language', '/title', '/location/country', '/location', '/government_agency', '/person']","['location']","['country']","['states']"
"wex/20110513/2/12/106:40",2,"There is no record that the general was ever formally paroled , but he applied for <a>XXXX</a> at Raleigh on June 22 , 1865 , and was pardoned on June 18 , 1866 .","amnesty","amnesty","[]","['object']","['pardon']","['amnesty']"
"wex/20110513/2/12/314:6",1,"<a>XXXX</a> met a young Buenos Aires heiress , Amalia Lacroze , during a 1941 Teatro Colon function , and the two began a relationship .","Fortabat , whose marriage to Magdalena Corti Maderna ended in divorce ,","Fortabat","[]","['person']","['man']","['fortabat']"
"wex/20110513/2/12/594:6",2,"After his war service <a>XXXX</a> settled in the now much smaller Austria and returned to politics by rejoining the renamed Deutsche Nationalsozialistische Arbeiterpartei .","Proksch","Proksch","[]","['person']","['politician']","['proksch']"
"wex/20110513/2/12/793:3",0,"He served as <a>XXXX</a> from 1984 to 1990 , effectively the last Communist mayor of the city .","the Chairman of the Executive Committee of the Riga City Soviet","Chairman","[]","['person']","['mayor']","['chairman']"
"wex/20110513/2/14/862:3",2,"After their malfunctioning ship gets stuck in the Earth 's magnetic pole , they crash-land in <a>XXXX</a> .","a Middle Age kingdom called Houghton Bottoms , ruled by the diminutive King Arthur and his Queen Edith","kingdom","[]","['location', 'place']","['city', 'region', 'country']","['kingdom']"
"wex/20110513/2/15/182:8",1,"In 1901 and 1902 she sang at the Teatro Colon in Buenos Aires and the Solis Theatre in Montevideo , notably portraying Amneris in Giuseppe Verdi 's Aida and as <a>XXXX</a> .","Azucena in Verdi 's Il Trovatore","Azucena","[]","['person']","['singer', 'character']","['azucena']"
"wex/20110513/2/15/814:145",2,"She has cited <a>XXXX</a> as her inspirations , including Prince , Nina Simone , Barbra Streisand , Marvin Gaye , Quincy Jones , Donny Hathaway and Stevie Wonder .","several musicians","musicians","[]","['person']","['artist']","['musician']"
"wex/20110513/2/15/814:178",0,"<a>XXXX</a> participated in the Nobel Peace Prize Concert which took place at the Oslo Spektrum in Oslo , Norway , on December 11 , 2007 , along with other various artists .","She","She","[]","['person']","['musician', 'artist']","['she']"
"wex/20110513/2/17/256:0",0,"Dr. Alireza Mehran -LRB- علیرضا مهران -RRB- was <a>XXXX</a> from 1977 to 1978 .","chancellor of Sharif University of Technology","chancellor","[]","['person', 'event']","['president']","['chancellor']"
"wex/20110513/2/20/992:1",1,"Chilton started his career with <a>XXXX</a> before joining Liverpool as an amateur in the summer of 1938 .","Seaham Colliery","Colliery","[]","['object']","['team']","['colliery']"
"wex/20110513/2/22/151:0",0,"<a>XXXX</a> was a short-lived French automobile manufactured in Paris from 1905 to 1908 .","The Alliance","Alliance","[]","['object']","['company', 'car']","['alliance']"
"wex/20110513/2/23/225:7",3,"Galway , a team who faced no competition in the Connacht Championship , entered the championship at the All-Ireland semi-final stage where they played <a>XXXX</a> .","the Leinster winners","winners","[]","['object']","['team']","['winner']"
"wex/20110513/2/26/247:1",1,"<a>XXXX</a> was recorded live at the Jazz Middelheim Festival -LRB- Antwerp , Belgium -RRB- and at Flagey studio 4 -LRB- a jazz venue in Brussels -RRB- in August 2003 .","It","It","[]","['event', 'object']","['album']","['it']"
"wex/20110513/2/27/492:9",0,"<a>XXXX</a> made an abridged version -LRB- a version with omitted material of the collection where he commented on its claimed authenticity -RRB- .","Al-Dhahabi in his Talkhis al-Mustadrak","Al-Dhahabi","[]","['person']","['writer']","['al-dhahabi']"
"wex/20110513/2/29/67:5",2,"After Manassas broke up in 1973 , Perkins joined fellow Manassas member Chris Hillman in forming the Souther-Hillman-Furay Band ; when <a>XXXX</a> splintered in 1975 , he joined Mason Proffit .","that group","group","[]","['organization']","['music_group', 'band']","['group']"
"wex/20110513/2/32/923:7",1,"He also reformed the existing monasteries of St. Florian , Kremsmunster Abbey , Melk and St. Polten , and had stone churches built at <a>XXXX</a> .","all of them","all","[]","['place']","['structure', 'town']","['all']"
"wex/20110513/2/36/761:1",0,"Born into <a>XXXX</a> and wed into another , she became a naturalised citizen of Britain in 1740 and was granted the life peerage title of '' Countess of Yarmouth '' .","one prominent family in Hanover","family","[]","['organization']","['family']","['family']"
"wex/20110513/2/38/713:6",1,"<a>XXXX</a> was spoken as a first language by 87.56 % , 11.37 % spoke Amharic , and 0.59 % Sebat Bet Gurage ; the remaining 0.48 % spoke all other primary languages reported .","Oromiffa","Oromiffa","['/language']","['concept']","['language']","['oromiffa']"
"wex/20110513/2/39/782:4",0,"Ambivli is accessible by <a>XXXX</a> from Kalyan and also has two alternate routes to Titwala .","road","road","[]","['transportation']","['automobile', 'boat']","['road']"
